item,paper,condition,subcondition,aging,measure,timing,index
1CHR 38,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
1CHR 38,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
1CHR 38,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
1CHR 38,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
1CHR 38,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
1CHR 39,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
1CHR 39,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
1CHR 39,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
1CHR 39,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
1CHR 39,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
1CHR 39,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
1CHR 40,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,1
1CHR 40,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,2
1CHR 40,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,BT,3
1CHR 40,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,1
1CHR 40,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,2
1CHR 40,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Not Aged,ph,AT,3
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,1
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,2
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,3
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,1
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,2
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,3
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,1
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,2
1CHR 41,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,3
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,1
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,2
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,3
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,1
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,2
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,3
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,1
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,2
1CHR 42,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,3
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,1
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,2
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,3
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,1
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,2
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,3
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,1
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,2
1CHR 43,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,3
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,1
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,2
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,3
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,1
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,2
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,3
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,1
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,2
1CHR 44,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,3
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,1
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,2
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,BT,3
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,1
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,2
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AT,3
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,1
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,2
1CHR 45,Whatman Chromatography Paper 1CHR,2% CP Kelco,No Interleaving,Aged,ph,AA,3
1CHR 46,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
1CHR 46,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
1CHR 46,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
1CHR 46,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
1CHR 46,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
1CHR 46,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
1CHR 47,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
1CHR 47,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
1CHR 47,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
1CHR 47,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
1CHR 47,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
1CHR 47,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
1CHR 48,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
1CHR 48,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
1CHR 48,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
1CHR 48,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
1CHR 48,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
1CHR 48,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
1CHR 49,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
1CHR 49,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
1CHR 49,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
1CHR 49,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
1CHR 49,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
1CHR 49,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
1CHR 50,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,1
1CHR 50,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,2
1CHR 50,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,BT,3
1CHR 50,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,1
1CHR 50,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,2
1CHR 50,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Not Aged,ph,AT,3
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,1
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,2
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,3
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,1
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,2
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,3
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,1
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,2
1CHR 51,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,3
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,1
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,2
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,3
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,1
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,2
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,3
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,1
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,2
1CHR 52,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,3
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,1
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,2
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,3
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,1
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,2
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,3
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,1
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,2
1CHR 53,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,3
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,1
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,2
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,3
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,1
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,2
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,3
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,1
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,2
1CHR 54,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,3
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,1
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,2
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,BT,3
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,1
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,2
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AT,3
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,1
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,2
1CHR 55,Whatman Chromatography Paper 1CHR,2% CP Kelco,Interleaving,Aged,ph,AA,3
1CHR 56,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,1
1CHR 56,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,2
1CHR 56,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,3
1CHR 56,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,1
1CHR 56,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,2
1CHR 56,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,3
1CHR 57,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,1
1CHR 57,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,2
1CHR 57,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,3
1CHR 57,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,1
1CHR 57,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,2
1CHR 57,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,3
1CHR 58,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,1
1CHR 58,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,2
1CHR 58,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,3
1CHR 58,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,1
1CHR 58,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,2
1CHR 58,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,3
1CHR 59,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,1
1CHR 59,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,2
1CHR 59,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,3
1CHR 59,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,1
1CHR 59,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,2
1CHR 59,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,3
1CHR 60,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,1
1CHR 60,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,2
1CHR 60,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,BT,3
1CHR 60,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,1
1CHR 60,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,2
1CHR 60,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Not Aged,ph,AT,3
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,1
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,2
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,3
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,1
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,2
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,3
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,1
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,2
1CHR 61,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,3
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,1
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,2
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,3
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,1
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,2
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,3
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,1
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,2
1CHR 62,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,3
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,1
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,2
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,3
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,1
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,2
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,3
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,1
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,2
1CHR 63,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,3
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,1
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,2
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,3
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,1
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,2
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,3
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,1
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,2
1CHR 64,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,3
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,1
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,2
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,BT,3
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,1
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,2
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AT,3
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,1
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,2
1CHR 65,Whatman Chromatography Paper 1CHR,5% Agarose,No Interleaving,Aged,ph,AA,3
1CHR 66,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,1
1CHR 66,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,2
1CHR 66,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,3
1CHR 66,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,1
1CHR 66,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,2
1CHR 66,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,3
1CHR 67,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,1
1CHR 67,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,2
1CHR 67,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,3
1CHR 67,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,1
1CHR 67,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,2
1CHR 67,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,3
1CHR 68,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,1
1CHR 68,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,2
1CHR 68,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,3
1CHR 68,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,1
1CHR 68,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,2
1CHR 68,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,3
1CHR 69,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,1
1CHR 69,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,2
1CHR 69,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,3
1CHR 69,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,1
1CHR 69,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,2
1CHR 69,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,3
1CHR 70,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,1
1CHR 70,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,2
1CHR 70,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,BT,3
1CHR 70,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,1
1CHR 70,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,2
1CHR 70,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Not Aged,ph,AT,3
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,1
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,2
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,3
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,1
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,2
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,3
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,1
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,2
1CHR 71,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,3
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,1
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,2
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,3
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,1
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,2
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,3
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,1
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,2
1CHR 72,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,3
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,1
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,2
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,BT,3
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,1
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,2
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AT,3
1CHR 73,Whatman Chromatography Paper 1CHR,5% Agarose,Interleaving,Aged,ph,AA,1
